mean
  iHFBZ    iSF    iTF   iIF2    iHF    iIF  iBFBZ  iTFBM iMVFBC   iMVF   iISF    iBF deg  interval
 0.0092 0.0309 0.0342 0.0605 0.0134 0.0528 0.1383 0.0441 0.0362 0.0253 0.0446 0.0653 4	[-0.030000 0.020000]
 0.0106 0.0408 0.0623 0.0677 0.0160 0.0601 0.2039 0.0629 0.0449 0.0318 0.0538 0.1004 5	[-0.030000 0.020000]
 0.0137 0.0452 0.0754 0.0785 0.0176 0.0675 0.2585 0.0840 0.0495 0.0357 0.0599 0.1316 6	[-0.030000 0.020000]
 0.0154 0.0565 0.0909 0.0843 0.0198 0.0757 0.3196 0.1022 0.0575 0.0412 0.0652 0.1582 7	[-0.030000 0.020000]
 0.0174 0.0772 0.1741 0.1187 0.0292 0.1115 0.6425 0.1982 0.0853 0.0621 0.0968 0.3144 11	[-0.030000 0.020000]
 0.0234 0.1133 0.3369 0.1605 0.0411 0.1508 1.1563 0.3538 0.1160 0.0844 0.1219 0.5874 16	[-0.030000 0.020000]
 0.0284 0.1389 0.5227 0.2022 0.0497 0.1928 1.8381 0.5661 0.1509 0.1086 0.1552 0.9199 21	[-0.030000 0.020000]
 0.0354 0.1770 0.7725 0.2437 0.0607 0.2379 2.7399 0.8247 0.1819 0.1343 0.1865 1.3713 26	[-0.030000 0.020000]
 0.0411 0.2052 1.0674 0.2807 0.0714 0.2712 3.6748 1.1059 0.2175 0.1577 0.2153 1.8607 31	[-0.030000 0.020000]

 0.0095 0.0347 0.0466 0.0599 0.0138 0.0519 0.1522 0.0497 0.0373 0.0264 0.0470 0.0740 4	[-0.015000 0.010000]
 0.0107 0.0413 0.0581 0.0685 0.0158 0.0588 0.2005 0.0675 0.0439 0.0311 0.0529 0.1048 5	[-0.015000 0.010000]
 0.0141 0.0477 0.0738 0.0797 0.0175 0.0701 0.2630 0.0854 0.0514 0.0369 0.0596 0.1285 6	[-0.015000 0.010000]
 0.0131 0.0558 0.0902 0.0882 0.0202 0.0788 0.3278 0.1056 0.0595 0.0416 0.0661 0.1603 7	[-0.015000 0.010000]
 0.0178 0.0794 0.1784 0.1197 0.0288 0.1064 0.6318 0.1964 0.0838 0.0616 0.0952 0.3186 11	[-0.015000 0.010000]
 0.0235 0.1151 0.3055 0.1643 0.0393 0.1477 1.1442 0.3573 0.1116 0.0852 0.1202 0.5864 16	[-0.015000 0.010000]
 0.0294 0.1443 0.5280 0.2054 0.0528 0.1865 1.8541 0.5591 0.1501 0.1077 0.1557 0.9351 21	[-0.015000 0.010000]
 0.0388 0.1780 0.7588 0.2120 0.0598 0.1748 2.7234 0.8204 0.1764 0.1369 0.1383 1.3543 26	[-0.015000 0.010000]
 0.0288 0.1886 0.8787 0.2520 0.0746 0.2333 3.3279 0.9531 0.2118 0.1305 0.1759 1.6415 31	[-0.015000 0.010000]

 0.0101 0.0239 0.0392 0.0478 0.0142 0.0394 0.1494 0.0628 0.0391 0.0215 0.0395 0.0703 4	[-0.010000 0.010000]
 0.0113 0.0369 0.0457 0.0535 0.0160 0.0562 0.1699 0.0582 0.0436 0.0334 0.0422 0.0887 5	[-0.010000 0.010000]
 0.0122 0.0439 0.0630 0.0811 0.0188 0.0648 0.2400 0.0684 0.0357 0.0385 0.0543 0.1003 6	[-0.010000 0.010000]
 0.0161 0.0485 0.0957 0.0671 0.0211 0.0657 0.2744 0.0858 0.0566 0.0396 0.0742 0.1423 7	[-0.010000 0.010000]
 0.0155 0.0617 0.1509 0.1240 0.0295 0.1141 0.4906 0.1543 0.0648 0.0556 0.0861 0.2783 11	[-0.010000 0.010000]
 0.0254 0.1159 0.3474 0.1602 0.0413 0.1635 1.2345 0.3744 0.1206 0.0903 0.1213 0.6168 16	[-0.010000 0.010000]
 0.0304 0.1440 0.5522 0.2061 0.0520 0.1944 1.9096 0.5684 0.1557 0.1067 0.1593 0.9637 21	[-0.010000 0.010000]
 0.0318 0.1810 0.7991 0.2578 0.0613 0.2424 2.7985 0.8521 0.1914 0.1368 0.1931 1.4005 26	[-0.010000 0.010000]
 0.0420 0.2134 1.1103 0.2979 0.0739 0.2880 3.8916 1.1649 0.2278 0.1650 0.2269 1.9461 31	[-0.010000 0.010000]

 0.0088 0.0196 0.0232 0.0325 0.0079 0.0273 0.0417 0.0276 0.0201 0.0147 0.0250 0.0410 4	[-0.030000 -0.020000]
 0.0100 0.0231 0.0330 0.0367 0.0092 0.0318 0.0546 0.0369 0.0239 0.0174 0.0282 0.0538 5	[-0.030000 -0.020000]
 0.0111 0.0238 0.0350 0.0412 0.0102 0.0362 0.0688 0.0447 0.0272 0.0239 0.0315 0.0676 6	[-0.030000 -0.020000]
 0.0122 0.0291 0.0481 0.0459 0.0113 0.0393 0.0907 0.0556 0.0310 0.0222 0.0342 0.0853 7	[-0.030000 -0.020000]
