mean
     IF  MVFBC   HFBZ    IF2     BF   TFBM    MVF   BFBZ     SF    ISF     TF     HF deg  interval
  0.842  2.993  3.500  0.681  0.770  3.283 11.096  0.196  6.620  0.246  6.704  6.678 4	[-0.030000 0.020000]
  0.472  0.641  1.927  0.452  0.092  2.248  7.845  0.017  4.284  0.099  4.320  4.033 5	[-0.030000 0.020000]
  0.471  0.609  2.920  0.459  0.083  2.988  9.782  0.024  5.514  0.132  5.562  5.445 6	[-0.030000 0.020000]
  0.434  1.945  2.434  0.366  0.236  2.578  8.644  0.058  4.964  0.088  4.997  4.839 7	[-0.030000 0.020000]
  0.512  1.639  3.069  0.444  0.143  2.917  9.844  0.034  5.650  0.140  5.697  5.690 11	[-0.030000 0.020000]
  0.422  0.837  2.928  0.407  0.034  2.975  9.460  0.015  5.425  0.116  5.464  5.358 16	[-0.030000 0.020000]
  0.459  0.477  2.334  0.436  0.018  2.259  7.877  0.008  4.261  0.153  4.328  4.284 21	[-0.030000 0.020000]
  0.765  2.965  2.039  0.603  0.107  2.891  9.662  0.008  5.729  0.176  5.779  5.267 26	[-0.030000 0.020000]
  0.412  0.391  2.130  0.394  0.008  2.105  7.463  0.004  4.002  0.131  4.041  3.984 31	[-0.030000 0.020000]

  0.145  0.000  1.312  0.145  0.000  1.197  4.291  0.000  2.291  0.042  2.303  2.371 4	[-0.015000 0.010000]
  0.110  0.507  1.474  0.103  0.089  1.426  4.897  0.036  2.716  0.025  2.726  2.696 5	[-0.015000 0.010000]
  0.136  0.632  1.692  0.127  0.095  1.620  5.397  0.022  3.041  0.032  3.054  3.101 6	[-0.015000 0.010000]
  0.307  1.288  1.886  0.227  0.189  1.678  5.947  0.044  3.427  0.068  3.454  3.529 7	[-0.015000 0.010000]
  0.090  0.000  1.135  0.090  0.000  1.011  3.709  0.000  1.947  0.032  1.964  2.034 11	[-0.015000 0.010000]
  0.095  0.574  1.294  0.092  0.033  1.292  4.493  0.003  2.498  0.031  2.510  2.528 16	[-0.015000 0.010000]
  0.156  0.982  2.041  0.147  0.032  2.241  7.082  0.008  4.098  0.045  4.116  3.944 21	[-0.015000 0.010000]
  0.100  0.162  1.217  0.098  0.004  1.286  4.538  0.001  2.442  0.030  2.454  2.367 26	[-0.015000 0.010000]
  0.106  0.001  1.308  0.106  0.000  1.274  4.285  0.000  2.366  0.043  2.379  2.363 31	[-0.015000 0.010000]

  0.104  0.397  1.428  0.096  0.094  1.428  4.818  0.032  2.670  0.035  2.684  2.684 4	[-0.010000 0.010000]
  0.069  0.000  0.852  0.069  0.000  0.852  3.231  0.000  1.669  0.018  1.677  1.677 5	[-0.010000 0.010000]
  0.085  0.500  0.993  0.074  0.078  0.993  3.493  0.022  1.907  0.031  1.920  1.920 6	[-0.010000 0.010000]
  0.101  0.000  1.224  0.101  0.000  1.224  4.418  0.000  2.347  0.035  2.362  2.362 7	[-0.010000 0.010000]
  0.063  0.836  1.400  0.060  0.059  1.400  4.632  0.020  2.625  0.023  2.636  2.636 11	[-0.010000 0.010000]
  0.068  0.327  1.259  0.066  0.015  1.259  4.300  0.006  2.370  0.019  2.379  2.379 16	[-0.010000 0.010000]
  0.086  0.000  1.119  0.086  0.000  1.119  3.986  0.000  2.132  0.029  2.144  2.144 21	[-0.010000 0.010000]
  0.098  0.682  1.220  0.082  0.029  1.220  4.566  0.004  2.532  0.025  2.542  2.542 26	[-0.010000 0.010000]
  0.059  0.000  0.876  0.059  0.000  0.876  3.178  0.000  1.683  0.018  1.691  1.691 31	[-0.010000 0.010000]

  0.027  0.000  6.497  0.027  0.000  0.702  2.751  0.000  1.409  0.009  1.383  6.497 4	[-0.030000 -0.020000]
  0.040  0.639  6.391  0.035  0.143  0.893  3.194  0.143  1.827  0.014  1.801  6.391 5	[-0.030000 -0.020000]
  0.021  0.000  4.209  0.021  0.000  0.457  1.766  0.000  0.910  0.007  0.889  4.209 6	[-0.030000 -0.020000]
  0.016  0.000  4.177  0.016  0.000  0.741  2.584  0.000  1.413  0.005  1.395  4.177 7	[-0.030000 -0.020000]
  0.026  0.092  3.795  0.026  0.002  0.562  2.003  0.002  1.088  0.011  1.052  3.795 11	[-0.030000 -0.020000]
  0.047  0.763  5.170  0.033  0.062  0.604  2.971  0.062  1.671  0.015  1.638  5.170 16	[-0.030000 -0.020000]
  0.020  0.000  4.739  0.020  0.000  0.605  2.358  0.000  1.212  0.008  1.187  4.739 21	[-0.030000 -0.020000]
  0.038  0.680  4.842  0.027  0.030  0.632  2.491  0.030  1.413  0.011  1.405  4.842 26	[-0.030000 -0.020000]
  0.024  0.000  4.222  0.024  0.000  0.714  2.669  0.000  1.405  0.010  1.383  4.222 31	[-0.030000 -0.020000]

  0.042  0.000  4.521  0.042  0.000  0.728  2.751  0.000  1.449  0.010  1.409  4.521 4	[0.020000 0.030000]
  0.022  0.486  4.123  0.022  0.083  0.657  2.273  0.083  1.273  0.009  1.260  4.123 5	[0.020000 0.030000]
  0.046  0.696  6.121  0.036  0.123  0.856  3.403  0.123  1.888  0.010  1.844  6.121 6	[0.020000 0.030000]
  0.021  0.000  6.147  0.021  0.000  0.858  3.065  0.000  1.652  0.005  1.632  6.147 7	[0.020000 0.030000]
  0.014  0.000  3.833  0.014  0.000  0.472  1.812  0.000  0.936  0.004  0.925  3.833 11	[0.020000 0.030000]
  0.014  0.000  4.130  0.014  0.000  0.529  2.001  0.000  1.043  0.006  1.026  4.130 16	[0.020000 0.030000]
  0.028  0.709  4.363  0.022  0.040  0.514  2.370  0.040  1.317  0.006  1.286  4.363 21	[0.020000 0.030000]
  0.040  0.000  4.773  0.040  0.000  0.646  2.420  0.000  1.280  0.015  1.245  4.773 26	[0.020000 0.030000]
