median
     IF  MVFBC   HFBZ    IF2     BF   TFBM    MVF   BFBZ     SF    ISF     TF     HF deg  interval
 0.0124 0.0055 0.0014 0.0147 0.0126 0.0083 0.0075 0.0260 0.0137 0.0115 0.0068 0.0018 4	[-0.030000, 0.020000]
 0.0143 0.0067 0.0022 0.0109 0.0166 0.0170 0.0071 0.0333 0.0158 0.0129 0.0091 0.0031 5	[-0.030000, 0.020000]
 0.0105 0.0121 0.0024 0.0121 0.0334 0.0216 0.0084 0.0432 0.0196 0.0173 0.0181 0.0036 6	[-0.030000, 0.020000]
 0.0187 0.0138 0.0017 0.0246 0.0410 0.0264 0.0063 0.0827 0.0230 0.0162 0.0269 0.0040 7	[-0.030000, 0.020000]
 0.0271 0.0243 0.0036 0.0348 0.0820 0.0508 0.0147 0.1643 0.0328 0.0192 0.0546 0.0061 11	[-0.030000, 0.020000]
 0.0377 0.0284 0.0046 0.0479 0.1514 0.0906 0.0199 0.3043 0.0452 0.0307 0.0846 0.0082 16	[-0.030000, 0.020000]
 0.0480 0.0370 0.0059 0.0502 0.2420 0.1454 0.0262 0.4809 0.0593 0.0381 0.1363 0.0108 21	[-0.030000, 0.020000]
 0.0584 0.0451 0.0070 0.0611 0.3528 0.2088 0.0320 0.7085 0.0720 0.0459 0.1980 0.0134 26	[-0.030000, 0.020000]
 0.0686 0.0535 0.0080 0.0842 0.4878 0.2855 0.0372 0.9648 0.0842 0.0536 0.2725 0.0154 31	[-0.030000, 0.020000]

 0.0151 0.0088 0.0024 0.0148 0.0197 0.0130 0.0072 0.0397 0.0148 0.0117 0.0107 0.0032 4	[-0.015000, 0.010000]
 0.0170 0.0105 0.0022 0.0200 0.0259 0.0175 0.0074 0.0519 0.0168 0.0138 0.0143 0.0032 5	[-0.015000, 0.010000]
 0.0164 0.0147 0.0025 0.0190 0.0328 0.0212 0.0084 0.0667 0.0197 0.0147 0.0166 0.0037 6	[-0.015000, 0.010000]
 0.0221 0.0137 0.0032 0.0214 0.0409 0.0265 0.0114 0.0820 0.0230 0.0194 0.0269 0.0040 7	[-0.015000, 0.010000]
