median
  iHFBZ    iSF    iTF   iIF2    iHF    iIF  iBFBZ  iTFBM iMVFBC   iMVF   iISF    iBF deg  interval
 0.0092 0.0334 0.0277 0.0601 0.0135 0.0511 0.1537 0.0518 0.0362 0.0305 0.0466 0.0770 4	[-0.030000 0.020000]
 0.0105 0.0407 0.0595 0.0677 0.0161 0.0584 0.2015 0.0669 0.0444 0.0319 0.0526 0.1010 5	[-0.030000 0.020000]
 0.0136 0.0464 0.0731 0.0773 0.0177 0.0675 0.2591 0.0837 0.0501 0.0361 0.0595 0.1290 6	[-0.030000 0.020000]
 0.0154 0.0552 0.0907 0.0849 0.0200 0.0758 0.3209 0.1044 0.0573 0.0413 0.0651 0.1611 7	[-0.030000 0.020000]
 0.0174 0.0776 0.1806 0.1188 0.0283 0.1082 0.6394 0.1989 0.0837 0.0611 0.0916 0.3169 11	[-0.030000 0.020000]
 0.0234 0.1113 0.3329 0.1598 0.0398 0.1502 1.1684 0.3558 0.1167 0.0843 0.1228 0.5879 16	[-0.030000 0.020000]
 0.0326 0.1403 0.5269 0.2021 0.0490 0.1930 1.8598 0.5649 0.1485 0.1081 0.1550 0.9318 21	[-0.030000 0.020000]
 0.0353 0.1730 0.7729 0.2425 0.0605 0.2353 2.7427 0.8207 0.1813 0.1311 0.1866 1.3705 26	[-0.030000 0.020000]
 0.0409 0.2050 1.0657 0.2829 0.0712 0.2724 3.7114 1.1140 0.2171 0.1569 0.2164 1.8644 31	[-0.030000 0.020000]

 0.0095 0.0350 0.0496 0.0598 0.0138 0.0503 0.1510 0.0509 0.0374 0.0266 0.0466 0.0761 4	[-0.015000 0.010000]
 0.0106 0.0413 0.0565 0.0684 0.0158 0.0586 0.2001 0.0674 0.0439 0.0311 0.0528 0.1017 5	[-0.015000 0.010000]
 0.0141 0.0473 0.0719 0.0775 0.0170 0.0681 0.2584 0.0832 0.0506 0.0364 0.0596 0.1282 6	[-0.015000 0.010000]
 0.0131 0.0545 0.0899 0.0856 0.0199 0.0767 0.3232 0.1043 0.0575 0.0415 0.0659 0.1600 7	[-0.015000 0.010000]
 0.0177 0.0793 0.1781 0.1197 0.0287 0.1093 0.6353 0.1999 0.0836 0.0616 0.0905 0.3195 11	[-0.015000 0.010000]
 0.0235 0.1108 0.3228 0.1596 0.0391 0.1486 1.1580 0.3574 0.1145 0.0851 0.1213 0.5859 16	[-0.015000 0.010000]
 0.0294 0.1426 0.5266 0.2017 0.0503 0.1896 1.8571 0.5669 0.1507 0.1090 0.1533 0.9339 21	[-0.015000 0.010000]
 0.0409 0.1728 0.7616 0.2400 0.0597 0.1483 2.7172 0.8137 0.1819 0.1343 0.1176 1.3603 26	[-0.015000 0.010000]
 0.0269 0.2109 0.7870 0.2927 0.0736 0.2100 3.3057 0.9793 0.2245 0.1078 0.1480 1.6661 31	[-0.015000 0.010000]

 0.0098 0.0239 0.0448 0.0416 0.0144 0.0351 0.1640 0.0647 0.0397 0.0184 0.0321 0.0795 4	[-0.010000 0.010000]
 0.0113 0.0417 0.0389 0.0469 0.0161 0.0610 0.1393 0.0468 0.0456 0.0329 0.0360 0.0990 5	[-0.010000 0.010000]
 0.0122 0.0480 0.0726 0.0811 0.0189 0.0701 0.2706 0.0577 0.0340 0.0383 0.0618 0.0887 6	[-0.010000 0.010000]
 0.0165 0.0556 0.0956 0.0584 0.0212 0.0582 0.2573 0.0721 0.0602 0.0431 0.0706 0.1683 7	[-0.010000 0.010000]
